,short_name,latest_market_value,highest_market_value,current_club,position,main_position,secondary_position,age,height,league_country,foot,player_agent,outfitter,league,on_loan_from,contract_expires,appearances,goals,assists,yellow,second_yellow,red,minutes_played,goals_conceded,clean_sheets,last_appearances,last_goals,last_yellow,last_second_yellow,last_red,last_goals_conceded,last_clean_sheets,last_assists,last_minutes_played,country,country_2
3896,Ko Itakura,880000.0,1100000.0,FC Groningen,Defender - Centre-Back,Centre-Back,1,23.0,1.86,Netherlands,right,Base Soccer Agency Ltd,unknown,Eredivisie,1,30.06.2021,30,0,0,4,0,0,2294,0,0,3,0,0,0,0,0,0,0,270,Japan,0
3897,Wessel Dammers,440000.0,550000.0,FC Groningen,Defender - Centre-Back,Centre-Back,1,25.0,1.85,Netherlands,right,Forza Sports Group,unknown,Eredivisie,0,30.06.2023,12,0,0,3,0,0,888,0,0,20,1,4,0,0,0,0,0,1800,Netherlands,0
3899,Bart van Hintum,358000.0,825000.0,FC Groningen,Defender - Left-Back,Left-Back,1,33.0,1.77,Netherlands,left,unknown,unknown,Eredivisie,0,30.06.2021,20,0,0,3,0,0,1736,0,0,29,1,6,0,0,0,0,1,2245,Netherlands,0
3900,Amir Absalem,358000.0,440000.0,FC Groningen,Defender - Left-Back,Left-Back,0,23.0,1.8252542000658893,Netherlands,left,Juzzt Football,unknown,Eredivisie,0,30.06.2021,19,2,1,6,0,0,1603,0,0,10,2,3,0,1,0,0,1,772,Netherlands,1
3902,Damil Dankerlui,715000.0,1100000.0,FC Groningen,Defender - Right-Back,Right-Back,1,23.0,1.72,Netherlands,right,PURE,Nike,Eredivisie,0,30.06.2024,19,2,3,0,0,0,954,0,0,38,3,4,1,0,0,0,8,2925,Netherlands,1
3903,Azor Matusiwa,3300000.0,3300000.0,FC Groningen,Midfielder - Defensive Midfield,Defensive Midfield,1,22.0,1.73,Netherlands,right,DW Sports Management,unknown,Eredivisie,0,30.06.2023,26,0,0,4,0,0,2276,0,0,23,0,7,0,0,0,0,2,1846,Netherlands,1
3904,Ahmed El Messaoudi,880000.0,1650000.0,FC Groningen,Midfielder - Defensive Midfield,Defensive Midfield,1,25.0,1.82,Netherlands,both,M&V sport management,unknown,Eredivisie,0,30.06.2022,29,4,3,2,0,0,2067,0,0,33,5,2,0,0,0,0,5,2157,Morocco,1
3905,Nicklas Strunck Jakobsen,495000.0,660000.0,FC Groningen,Midfielder - Central Midfield,Central Midfield,1,21.0,1.85,Netherlands,right,people in sport,unknown,Eredivisie,0,30.06.2023,18,1,0,0,0,0,1429,0,0,32,3,1,0,0,0,0,1,1487,Denmark,0
3906,Tom van de Looi,468000.0,550000.0,FC Groningen,Midfielder - Central Midfield,Central Midfield,1,21.0,1.8,Netherlands,right,Soccer Vision BV,unknown,Eredivisie,0,30.06.2021,21,1,1,5,0,0,1568,0,0,24,0,1,0,0,0,0,1,1217,Netherlands,0
3907,Ajdin Hrustic,715000.0,880000.0,FC Groningen,Midfielder - Right Midfield,Right Midfield,1,24.0,1.83,Netherlands,left,LIAN SPORTS,Nike,Eredivisie,0,30.06.2021,28,4,3,3,0,0,2117,0,0,21,0,6,1,0,0,0,1,1118,Australia,1
3908,DaniÃ«l van Kaam,1980000.0,1980000.0,FC Groningen,Midfielder - Attacking Midfield,Attacking Midfield,1,20.0,1.75,Netherlands,left,Soccer Vision BV,unknown,Eredivisie,0,30.06.2023,24,1,0,0,0,0,1880,0,0,30,7,1,0,0,0,0,0,2497,Netherlands,1
3909,Ramon Pascal Lundqvist,798000.0,990000.0,FC Groningen,Midfielder - Attacking Midfield,Attacking Midfield,1,23.0,1.78,Netherlands,right,SEG,unknown,Eredivisie,0,30.06.2023,24,6,2,1,0,1,1652,0,0,36,8,0,0,0,0,0,11,2946,Sweden,0
3910,Sam Schreck,385000.0,440000.0,FC Groningen,Midfielder - Attacking Midfield,Attacking Midfield,1,21.0,1.8,Netherlands,both,Wasserman,Nike,Eredivisie,0,30.06.2023,25,2,1,2,0,0,1556,0,0,2,0,0,0,0,0,0,0,163,Germany,0
3912,Patrick Joosten,798000.0,990000.0,FC Groningen,Forward - Left Winger,Left Winger,1,24.0,1.77,Netherlands,right,Muy Manero,Nike,Eredivisie,0,30.06.2023,17,3,0,0,0,0,1087,0,0,32,6,2,0,0,0,0,6,2108,Netherlands,1
3913,Gabriel Gudmundsson,578000.0,660000.0,FC Groningen,Forward - Left Winger,Left Winger,1,21.0,1.81,Netherlands,left,MD Management,unknown,Eredivisie,0,30.06.2022,15,4,0,2,0,0,703,0,0,10,1,0,0,0,0,0,1,850,Sweden,0
3914,Mo El Hankouri,523000.0,660000.0,FC Groningen,Forward - Left Winger,Left Winger,1,23.0,1.76,Netherlands,right,Juzzt Football,unknown,Eredivisie,0,30.06.2021,27,0,2,2,0,0,1572,0,0,29,3,1,0,0,0,0,4,1157,Morocco,1
3916,Arjen Robben,2200000.0,44000000.0,FC Groningen,Forward - Right Winger,Right Winger,1,36.0,1.8,Netherlands,left,unknown,adidas,Eredivisie,0,30.06.2021,0,0,0,0,0,0,0,0,0,19,6,2,1,0,0,0,2,1008,Netherlands,0
3917,Romano Postema,220000.0,220000.0,FC Groningen,Forward - Centre-Forward,Centre-Forward,0,18.0,1.75,Netherlands,right,SEG,unknown,Eredivisie,0,30.06.2024,27,11,1,1,0,0,1388,0,0,33,34,1,1,0,0,0,1,2659,Netherlands,0
3919,JoÃ«l Drommel,1100000.0,1380000.0,Twente Enschede FC,Goalkeeper,Goalkeeper,0,23.0,1.92,Netherlands,right,Relatives,unknown,Eredivisie,0,30.06.2021,28,0,0,0,0,1,2448,48,7,40,0,3,0,0,40,16,0,3600,Netherlands,0
3922,Kik Pierie,3300000.0,4400000.0,Twente Enschede FC,Defender - Centre-Back,Centre-Back,1,20.0,1.83,Netherlands,left,Soccer Vision BV,unknown,Eredivisie,1,30.06.2021,22,1,0,2,0,1,1848,0,0,35,2,4,0,0,0,0,3,3067,Netherlands,1
3923,Xandro Schenk,578000.0,825000.0,Twente Enschede FC,Defender - Centre-Back,Centre-Back,1,27.0,1.87,Netherlands,left,unknown,unknown,Eredivisie,0,30.06.2021,24,1,0,3,0,0,2080,0,0,16,2,4,0,0,0,0,0,1119,Netherlands,0
3924,Julio Pleguezuelo,523000.0,660000.0,Twente Enschede FC,Defender - Centre-Back,Centre-Back,1,23.0,1.8,Netherlands,right,unknown,unknown,Eredivisie,0,30.06.2021,22,0,0,2,0,1,1772,0,0,19,1,5,0,0,0,0,1,1523,Spain,0
3925,Gijs Smal,440000.0,440000.0,Twente Enschede FC,Defender - Left-Back,Left-Back,1,22.0,1.83,Netherlands,left,Soccer Vision BV,unknown,Eredivisie,0,30.06.2023,29,6,10,2,0,0,2565,0,0,28,2,2,0,1,0,0,3,2254,Netherlands,0
3927,Tyronne Ebuehi,605000.0,1650000.0,Twente Enschede FC,Defender - Right-Back,Right-Back,1,24.0,1.87,Netherlands,right,Prime SportBusiness,unknown,Eredivisie,1,30.06.2021,13,0,0,0,0,0,1034,0,0,0,0,0,0,0,0,0,0,0,Nigeria,1
3929,Godfried Roemeratoe,798000.0,880000.0,Twente Enschede FC,Midfielder - Defensive Midfield,Defensive Midfield,1,21.0,1.78,Netherlands,right,WSB Soccer,unknown,Eredivisie,0,30.06.2022,20,0,0,3,0,0,1545,0,0,10,0,0,1,0,0,0,0,693,Netherlands,0
3930,Wout Brama,330000.0,6050000.0,Twente Enschede FC,Midfielder - Defensive Midfield,Defensive Midfield,1,34.0,1.76,Netherlands,right,Forza Sports Group,unknown,Eredivisie,0,30.06.2021,14,0,0,1,0,0,1005,0,0,27,2,6,0,0,0,0,0,2346,Netherlands,0
3931,Lindon Selahi,798000.0,880000.0,Twente Enschede FC,Midfielder - Central Midfield,Central Midfield,1,21.0,1.8,Netherlands,right,SEG,unknown,Eredivisie,0,30.06.2021,26,2,1,8,0,0,1937,0,0,0,0,0,0,0,0,0,0,0,Albania,1
3932,Giorgi Aburjania,523000.0,1100000.0,Twente Enschede FC,Midfielder - Central Midfield,Central Midfield,1,25.0,1.86,Netherlands,both,Promoesport,Nike,Eredivisie,1,30.06.2021,23,2,1,2,0,0,1263,0,0,26,1,4,0,0,0,0,0,1540,Georgia,0
3935,Lazaros Lamprou,1320000.0,2200000.0,Twente Enschede FC,Forward - Left Winger,Left Winger,1,22.0,1.78,Netherlands,right,SEG,Nike,Eredivisie,1,30.06.2021,15,3,1,1,0,0,626,0,0,27,8,3,0,0,0,0,10,2009,Greece,0
3936,Queensy Menig,605000.0,1100000.0,Twente Enschede FC,Forward - Left Winger,Left Winger,1,25.0,1.74,Netherlands,right,Forza Sports Group,unknown,Eredivisie,0,30.06.2021,17,1,4,2,0,0,890,0,0,0,0,0,0,0,0,0,0,0,Netherlands,1
3937,Vaclav Cerny,715000.0,2200000.0,Twente Enschede FC,Forward - Right Winger,Right Winger,1,22.0,1.82,Netherlands,left,Nehoda Sport,Nike,Eredivisie,1,30.06.2022,19,2,1,1,0,0,845,0,0,25,10,2,0,0,0,0,12,1932,Czech Republic,0
3938,Danilo,1100000.0,1100000.0,Twente Enschede FC,Forward - Centre-Forward,Centre-Forward,1,21.0,1.74,Netherlands,right,JPF SPORTS,adidas,Eredivisie,1,30.06.2021,11,6,0,2,0,0,435,0,0,33,19,0,0,0,0,0,2,2179,Brazil,0
3939,Alexander Jeremejeff,715000.0,1210000.0,Twente Enschede FC,Forward - Centre-Forward,Centre-Forward,0,26.0,1.92,Netherlands,right,MD Management,unknown,Eredivisie,1,30.06.2021,24,4,3,1,0,0,1516,0,0,21,8,2,0,0,0,0,7,1814,Sweden,1
3940,Michael Zetterer,715000.0,880000.0,PEC Zwolle,Goalkeeper,Goalkeeper,0,25.0,1.87,Netherlands,both,EMG Mundial,unknown,Eredivisie,1,30.06.2021,18,0,0,1,0,0,1620,29,5,14,0,2,0,0,14,4,0,1240,Germany,0
3941,Xavier Mous,605000.0,880000.0,PEC Zwolle,Goalkeeper,Goalkeeper,0,25.0,1.88,Netherlands,right,Key Sports Management NL/PFI,unknown,Eredivisie,0,30.06.2021,20,0,0,0,0,0,1800,36,4,44,0,1,0,0,57,9,0,3980,Netherlands,0
3942,Mike Hauptmeijer,110000.0,110000.0,PEC Zwolle,Goalkeeper,Goalkeeper,0,23.0,1.9,Netherlands,left,Eijkelkamp Pro Soccer,unknown,Eredivisie,0,30.06.2021,9,0,0,0,0,0,810,13,2,20,0,0,0,0,55,3,0,1800,Netherlands,0
3943,Thomas Lam,880000.0,1650000.0,PEC Zwolle,Defender - Centre-Back,Centre-Back,1,26.0,1.88,Netherlands,right,Mino Raiola,unknown,Eredivisie,0,30.06.2021,17,0,1,2,0,1,1457,0,0,28,4,5,0,1,0,0,1,2344,Finland,1
3944,Yuta Nakayama,660000.0,1100000.0,PEC Zwolle,Defender - Centre-Back,Centre-Back,0,23.0,1.81,Netherlands,left,HEROE,unknown,Eredivisie,0,30.06.2022,19,2,0,1,0,0,1595,0,0,8,0,0,0,0,0,0,0,512,Japan,0
3945,Sam Kersten,495000.0,550000.0,PEC Zwolle,Defender - Centre-Back,Centre-Back,0,22.0,1.91,Netherlands,right,WSB Soccer,unknown,Eredivisie,0,30.06.2021,20,0,0,0,0,0,1447,0,0,35,0,6,0,1,0,0,2,2901,Netherlands,0
3947,Kenneth Paal,798000.0,990000.0,PEC Zwolle,Defender - Left-Back,Left-Back,1,23.0,1.74,Netherlands,left,SEG,unknown,Eredivisie,0,30.06.2022,22,3,2,6,0,0,1930,0,0,32,0,5,0,0,0,0,3,2759,Netherlands,1
3948,Bram van Polen,578000.0,1100000.0,PEC Zwolle,Defender - Right-Back,Right-Back,1,34.0,1.79,Netherlands,right,Eijkelkamp Pro Soccer,unknown,Eredivisie,0,30.06.2021,9,0,0,2,0,0,720,0,0,24,2,6,0,0,0,0,0,2100,Netherlands,0
3949,Sai van Wermeskerken,440000.0,550000.0,PEC Zwolle,Defender - Right-Back,Right-Back,1,26.0,1.78,Netherlands,right,LJ Sports & Employment,unknown,Eredivisie,0,30.06.2021,24,0,2,1,0,0,1751,0,0,45,2,3,0,0,0,0,3,4024,Japan,0
3951,Rico Strieder,880000.0,2200000.0,PEC Zwolle,Midfielder - Defensive Midfield,Defensive Midfield,1,28.0,1.74,Netherlands,right,arena11 sports group,unknown,Eredivisie,0,30.06.2022,12,0,0,1,0,0,631,0,0,10,0,0,0,0,0,0,0,497,Germany,0
3952,Pelle Clement,880000.0,1100000.0,PEC Zwolle,Midfielder - Central Midfield,Central Midfield,1,24.0,1.77,Netherlands,right,Wasserman,Nike,Eredivisie,0,30.06.2022,26,2,4,6,0,0,2266,0,0,20,1,3,0,0,0,0,3,1694,Netherlands,0
3953,Clint Leemans,605000.0,2200000.0,PEC Zwolle,Midfielder - Central Midfield,Central Midfield,1,24.0,1.89,Netherlands,left,Key Sports Management NL/PFI,unknown,Eredivisie,0,30.06.2021,25,5,4,3,0,0,2165,0,0,26,3,2,0,0,0,0,0,1408,Netherlands,0
3954,Dean Huiberts,385000.0,440000.0,PEC Zwolle,Midfielder - Central Midfield,Central Midfield,1,20.0,1.86,Netherlands,right,WSB Soccer,unknown,Eredivisie,0,30.06.2022,22,3,1,2,0,0,1648,0,0,2,0,0,0,0,0,0,0,119,Netherlands,0
3955,Mustafa Saymak,798000.0,2750000.0,PEC Zwolle,Midfielder - Attacking Midfield,Attacking Midfield,1,27.0,1.69,Netherlands,right,GloBall Group,unknown,Eredivisie,0,30.06.2022,15,3,2,1,0,0,851,0,0,18,0,2,0,0,0,0,2,584,Netherlands,1
3956,Jesper Drost,523000.0,1650000.0,PEC Zwolle,Midfielder - Attacking Midfield,Attacking Midfield,1,27.0,1.81,Netherlands,left,SEG,unknown,Eredivisie,0,30.06.2021,1,0,0,0,0,0,45,0,0,34,6,1,0,2,0,0,2,2042,Netherlands,0
3957,Vito van Crooij,880000.0,1380000.0,PEC Zwolle,Forward - Right Winger,Right Winger,1,24.0,1.77,Netherlands,right,Juzzt Football,unknown,Eredivisie,0,30.06.2022,24,5,1,4,0,0,1681,0,0,32,10,7,1,0,0,0,4,2557,Netherlands,0
3958,Jarno Westerman,220000.0,220000.0,PEC Zwolle U21,Forward - Right Winger,Right Winger,0,18.0,1.83,Netherlands,right,Perfect Element BV,unknown,Eredivisie,0,30.06.2022,12,3,1,1,0,0,683,0,0,3,1,0,0,0,0,0,0,260,Netherlands,0
3959,Mike van Duinen,880000.0,2200000.0,PEC Zwolle,Forward - Centre-Forward,Centre-Forward,1,28.0,1.85,Netherlands,both,Key Sports Management NL/PFI,unknown,Eredivisie,0,30.06.2021,16,4,0,0,0,0,1106,0,0,36,9,4,0,0,0,0,5,2978,Netherlands,0
3960,Zian Flemming,880000.0,990000.0,PEC Zwolle,Forward - Centre-Forward,Centre-Forward,1,22.0,1.85,Netherlands,right,Wasserman,unknown,Eredivisie,0,30.06.2021,29,13,3,7,0,0,2487,0,0,32,8,1,0,0,0,0,0,1797,Netherlands,0
3961,Reza Ghoochannejhad,578000.0,3300000.0,PEC Zwolle,Forward - Centre-Forward,Centre-Forward,1,32.0,1.8,Netherlands,left,ISM Int. Soccer Mgmt. GmbH,unknown,Eredivisie,0,30.06.2021,16,8,1,0,0,1,930,0,0,30,3,0,0,0,0,0,1,1919,Iran,1
3962,Alexei Coselev,1760000.0,2200000.0,Fortuna Sittard,Goalkeeper,Goalkeeper,0,26.0,2.0,Netherlands,right,iFootball,unknown,Eredivisie,0,30.06.2021,27,0,0,1,0,0,2460,54,6,36,0,0,0,0,85,5,0,3239,Moldova,1
3963,Yanick van Osch,440000.0,550000.0,Fortuna Sittard,Goalkeeper,Goalkeeper,0,23.0,1.83,Netherlands,right,Muy Manero,unknown,Eredivisie,0,30.06.2022,3,0,0,0,0,0,270,8,0,15,0,0,0,0,27,2,0,1350,Netherlands,0
3965,Martin Angha,605000.0,1100000.0,Fortuna Sittard,Defender - Centre-Back,Centre-Back,1,26.0,1.88,Netherlands,both,Spielerrat GmbH,Nike,Eredivisie,0,30.06.2021,18,1,3,2,0,0,1289,0,0,4,0,1,0,0,0,0,0,360,Switzerland,1
3966,Branislav Ninaj,523000.0,660000.0,Fortuna Sittard,Defender - Centre-Back,Centre-Back,0,26.0,1.91,Netherlands,right,Stars & Friends,unknown,Eredivisie,0,30.06.2021,27,0,0,7,1,0,2431,0,0,26,3,9,0,1,0,0,1,2261,Slovakia,0
3967,GrÃ©goire Amiot,330000.0,660000.0,Fortuna Sittard,Defender - Centre-Back,Centre-Back,1,25.0,1.87,Netherlands,left,unknown,unknown,Eredivisie,0,30.06.2021,16,0,0,0,0,1,1188,0,0,23,1,6,0,0,0,0,0,1912,France,0
3969,Roel Janssen,330000.0,385000.0,Fortuna Sittard,Defender - Left-Back,Left-Back,1,30.0,1.79,Netherlands,left,Soccer-Solutions,unknown,Eredivisie,0,30.06.2023,22,1,1,6,0,0,1929,0,0,23,0,4,0,1,0,0,0,1727,Netherlands,0
3971,Clint Essers,330000.0,385000.0,Fortuna Sittard,Defender - Right-Back,Right-Back,1,23.0,1.8,Netherlands,right,Soccer Vision BV,unknown,Eredivisie,0,30.06.2020,24,0,0,3,0,0,1578,0,0,23,0,4,1,0,0,0,0,1341,Netherlands,0
3972,Lazaros Rota,330000.0,330000.0,Fortuna Sittard,Defender - Right-Back,Right-Back,1,23.0,1.77,Netherlands,right,B.C. UNIQUE FOOTBALL MANAG.,unknown,Eredivisie,0,30.06.2023,20,1,0,3,0,0,1763,0,0,33,2,5,0,0,0,0,4,2922,Greece,1
3974,Jorrit Smeets,578000.0,715000.0,Fortuna Sittard,Midfielder - Defensive Midfield,Defensive Midfield,1,25.0,1.7,Netherlands,left,Sportconsult Nederland,unknown,Eredivisie,0,30.06.2021,26,0,1,7,0,0,2276,0,0,35,2,5,0,1,0,0,2,2607,Netherlands,0
3975,Tesfaldet Tekie,715000.0,1100000.0,Fortuna Sittard,Midfielder - Central Midfield,Central Midfield,1,23.0,1.75,Netherlands,right,FootNation,Nike,Eredivisie,0,30.06.2021,24,0,0,2,0,0,1976,0,0,12,1,0,0,0,0,0,1,905,Sweden,1
3976,Dimitrios Ioannidis,110000.0,110000.0,Fortuna Sittard,Midfielder - Central Midfield,Central Midfield,1,20.0,1.8,Netherlands,both,Relatives,unknown,Eredivisie,0,30.06.2021,17,2,0,0,0,0,1300,0,0,6,0,0,0,0,0,0,0,540,Germany,1
3977,AndrÃ© Vidigal,578000.0,715000.0,Fortuna Sittard,Midfielder - Attacking Midfield,Attacking Midfield,1,22.0,1.76,Netherlands,right,SSG,unknown,Eredivisie,0,30.06.2022,16,1,1,3,0,0,821,0,0,25,7,0,0,0,0,0,3,918,Portugal,1
3979,Lisandro Semedo,1320000.0,1380000.0,Fortuna Sittard,Forward - Left Winger,Left Winger,1,24.0,1.75,Netherlands,right,KSirius Football Management,unknown,Eredivisie,0,30.06.2022,30,7,5,4,0,0,2498,0,0,32,4,2,0,0,0,0,3,2051,Cape Verde,1
3980,Emil Hansson,880000.0,1380000.0,Fortuna Sittard,Forward - Left Winger,Left Winger,1,22.0,1.72,Netherlands,right,Wasserman,unknown,Eredivisie,0,30.06.2024,22,1,2,0,0,0,1057,0,0,44,13,6,0,0,0,0,12,3848,Sweden,1
3982,Djibril Dianessy,330000.0,550000.0,Fortuna Sittard,Forward - Right Winger,Right Winger,1,24.0,1.82,Netherlands,both,GROUPE USM,unknown,Eredivisie,0,30.06.2021,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,158,France,1
3983,Sebastian Polter,1760000.0,2480000.0,Fortuna Sittard,Forward - Centre-Forward,Centre-Forward,0,29.0,1.92,Netherlands,right,PRO Profil GmbH,unknown,Eredivisie,0,30.06.2022,13,2,2,1,0,1,326,0,0,21,11,1,0,0,0,0,1,943,Germany,0
3984,Mats Seuntjens,990000.0,3300000.0,Fortuna Sittard,Forward - Centre-Forward,Centre-Forward,1,28.0,1.87,Netherlands,right,HCM Sports Management,unknown,Eredivisie,0,30.06.2022,20,0,2,3,0,0,725,0,0,38,8,3,0,0,0,0,7,2841,Netherlands,0
3985,Rasmus Karjalainen,330000.0,385000.0,Fortuna Sittard,Forward - Centre-Forward,Centre-Forward,1,24.0,1.85,Netherlands,right,MD Management,unknown,Eredivisie,0,30.06.2023,27,8,1,2,0,0,1528,0,0,19,5,0,0,0,0,0,0,1316,Finland,0
3986,Bassala Sambou,165000.0,165000.0,Fortuna Sittard,Forward - Centre-Forward,Centre-Forward,0,22.0,1.84,Netherlands,right,HC Talent Group,unknown,Eredivisie,0,30.06.2022,28,5,2,2,0,0,1611,0,0,25,11,1,0,0,0,0,2,1781,Germany,1
3988,Benjamin van Leer,798000.0,1650000.0,Sparta Rotterdam,Goalkeeper,Goalkeeper,0,28.0,1.87,Netherlands,right,Nakhli Mondial,unknown,Eredivisie,0,30.06.2022,0,0,0,0,0,0,0,0,0,32,0,0,0,0,69,3,0,2880,Netherlands,1
3989,Tim Coremans,275000.0,275000.0,Sparta Rotterdam,Goalkeeper,Goalkeeper,0,29.0,1.86,Netherlands,right,Grand Stand,unknown,Eredivisie,0,30.06.2021,11,0,0,1,0,1,990,20,2,13,0,1,0,0,13,5,0,1060,Netherlands,0
3990,Maduka Okoye,165000.0,165000.0,Sparta Rotterdam,Goalkeeper,Goalkeeper,0,20.0,1.98,Netherlands,right,Prime SportBusiness,Nike,Eredivisie,0,30.06.2022,14,0,0,0,0,1,1201,26,2,15,0,3,0,0,25,2,0,1350,Nigeria,1
3991,Michael Fabrie,165000.0,165000.0,Sparta Rotterdam,Goalkeeper,Goalkeeper,0,22.0,1.93,Netherlands,right,Premium Stars Sportsmanagement,unknown,Eredivisie,0,30.06.2020,15,0,0,1,0,0,1350,32,2,26,0,2,0,0,42,4,0,2340,Netherlands,0
3992,Tom Beugelsdijk,523000.0,990000.0,Sparta Rotterdam,Defender - Centre-Back,Centre-Back,0,30.0,1.92,Netherlands,right,Key Sports Management NL/PFI,unknown,Eredivisie,0,30.06.2022,20,1,1,4,1,0,1704,0,0,28,1,13,0,0,0,0,4,2323,Netherlands,0
3993,Bart Vriends,440000.0,605000.0,Sparta Rotterdam,Defender - Centre-Back,Centre-Back,0,29.0,1.88,Netherlands,right,Futuralis Football Group,unknown,Eredivisie,0,30.06.2021,28,2,1,4,0,0,2514,0,0,30,3,2,1,0,0,0,1,2259,Netherlands,0
3994,MichaÃ«l Heylen,440000.0,1650000.0,Sparta Rotterdam,Defender - Centre-Back,Centre-Back,1,26.0,1.87,Netherlands,right,SportPlus Football Management,unknown,Eredivisie,0,30.06.2022,20,0,0,2,1,1,1784,0,0,19,0,3,0,0,0,0,1,1664,Belgium,0
3995,Mica Pinto,578000.0,825000.0,Sparta Rotterdam,Defender - Left-Back,Left-Back,0,27.0,1.76,Netherlands,left,PRO10 Sports,unknown,Eredivisie,0,30.06.2021,10,0,1,2,0,1,767,0,0,29,0,8,0,0,0,0,1,2492,Portugal,1
3996,Lassana Faye,385000.0,1380000.0,Sparta Rotterdam,Defender - Left-Back,Left-Back,0,22.0,1.7,Netherlands,left,Just 4 player Group,unknown,Eredivisie,0,30.06.2021,25,0,0,3,0,0,2199,0,0,35,0,1,0,0,0,0,3,2995,Netherlands,1
3997,Jeffry Fortes,495000.0,715000.0,Sparta Rotterdam,Defender - Right-Back,Right-Back,1,31.0,1.83,Netherlands,right,GorrÃ© Soccer Management B.V,unknown,Eredivisie,0,30.06.2021,30,6,5,7,0,0,2444,0,0,36,5,8,0,0,0,0,3,3180,Cape Verde,1
3998,Dirk Abels,440000.0,550000.0,Sparta Rotterdam,Defender - Right-Back,Right-Back,1,23.0,1.79,Netherlands,right,SEG,unknown,Eredivisie,0,30.06.2021,27,0,2,1,0,0,2023,0,0,36,2,3,1,0,0,0,4,3182,Netherlands,0
3999,Adil Auassar,358000.0,935000.0,Sparta Rotterdam,Midfielder - Defensive Midfield,Defensive Midfield,1,33.0,1.86,Netherlands,left,GO FOOTBALL,unknown,Eredivisie,0,30.06.2021,25,2,0,9,1,0,1895,0,0,40,4,6,0,0,0,0,1,3347,Netherlands,1
4000,Deroy Duarte,798000.0,1650000.0,Sparta Rotterdam,Midfielder - Central Midfield,Central Midfield,1,21.0,1.8252542000658893,Netherlands,right,DW Sports Management,unknown,Eredivisie,0,0,16,0,1,2,0,0,617,0,0,38,5,6,0,0,0,0,5,3225,Netherlands,1
4001,Laros Duarte,605000.0,1100000.0,Sparta Rotterdam,Midfielder - Central Midfield,Central Midfield,1,23.0,1.8,Netherlands,right,DW Sports Management,unknown,Eredivisie,0,30.06.2022,18,0,1,1,0,0,887,0,0,39,3,4,0,0,0,0,9,3269,Netherlands,1
4002,Abdou Harroui,2530000.0,2750000.0,Sparta Rotterdam,Midfielder - Right Midfield,Right Midfield,1,22.0,1.82,Netherlands,both,PRO10 Sports,unknown,Eredivisie,0,30.06.2022,26,4,9,2,0,0,2147,0,0,40,8,5,0,0,0,0,1,3144,Netherlands,1
4003,Bryan Smeets,880000.0,1100000.0,Sparta Rotterdam,Midfielder - Attacking Midfield,Attacking Midfield,1,27.0,1.83,Netherlands,both,11one,unknown,Eredivisie,0,30.06.2021,23,4,8,4,0,0,1793,0,0,41,12,2,0,0,0,0,8,3686,Netherlands,0
4004,Mohamed Rayhi,715000.0,880000.0,Sparta Rotterdam,Forward - Left Winger,Left Winger,1,26.0,1.78,Netherlands,right,Global Soccer Group,unknown,Eredivisie,0,30.06.2022,27,7,3,3,1,0,2130,0,0,34,13,4,0,0,0,0,14,2720,Netherlands,1
4005,Lennart Thy,743000.0,1100000.0,Sparta Rotterdam,Forward - Centre-Forward,Centre-Forward,1,28.0,1.84,Netherlands,right,EMG Mundial,unknown,Eredivisie,0,30.06.2022,26,8,2,1,0,0,1851,0,0,31,10,1,0,0,0,0,2,1878,Germany,0
4006,Reda Kharchouch,440000.0,440000.0,Sparta Rotterdam,Forward - Centre-Forward,Centre-Forward,1,24.0,1.92,Netherlands,right,Grand Stand,unknown,Eredivisie,0,30.06.2022,30,22,4,1,0,0,2511,0,0,22,23,1,0,0,0,0,3,1824,Netherlands,1
4007,Danzell Gravenberch,303000.0,440000.0,Sparta Rotterdam,Forward - Centre-Forward,Centre-Forward,1,26.0,1.86,Netherlands,right,unknown,unknown,Eredivisie,0,30.06.2021,19,2,3,4,0,0,1273,0,0,23,0,4,1,1,0,0,0,1874,Netherlands,1
4008,Matthias Hamrol,358000.0,440000.0,FC Emmen,Goalkeeper,Goalkeeper,0,26.0,1.95,Netherlands,both,World in Motion,unknown,Eredivisie,0,30.06.2021,1,0,0,0,0,0,45,1,0,27,0,2,0,0,36,5,0,2430,Germany,1
4009,Dennis Telgenkamp,220000.0,440000.0,FC Emmen,Goalkeeper,Goalkeeper,0,33.0,1.92,Netherlands,right,Eijkelkamp Pro Soccer,unknown,Eredivisie,0,30.06.2021,27,0,0,2,0,0,2430,48,7,12,0,0,0,0,10,7,0,1080,Netherlands,0
4010,Stefan van der Lei,165000.0,165000.0,FC Emmen,Goalkeeper,Goalkeeper,0,27.0,1.86,Netherlands,right,Soccer Vision BV,unknown,Eredivisie,0,30.06.2021,11,0,0,0,0,0,990,20,2,0,0,0,0,0,0,0,0,0,Netherlands,0
4012,Miguel Araujo,743000.0,935000.0,FC Emmen,Defender - Centre-Back,Centre-Back,1,25.0,1.8,Netherlands,right,AGREF,Nike,Eredivisie,0,30.06.2022,12,1,0,0,0,0,1080,0,0,16,0,3,0,0,0,0,0,1345,Peru,0
4013,Keziah Veendorp,523000.0,660000.0,FC Emmen,Defender - Centre-Back,Centre-Back,1,23.0,1.83,Netherlands,right,Fortitude Player Management,unknown,Eredivisie,0,30.06.2021,27,1,0,3,0,0,2020,0,0,32,1,2,0,0,0,0,3,2593,Netherlands,1
