id,name,full_name,birth_date,age,height_cm,weight_kgs,nationality_id,overall_rating,potential,value_euro,wage_euro,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,release_clause_euro
193679,M. Correia,Marcel Correia,1989-05-16,29,185.42,81.2,120,71,71,1800000.0,8000.0,Right,1,4,2,Medium/ Medium,2900000.0
236175,Marlion Rolim,Marlion Rômulo Rolim Nascimento,1992-02-29,27,175.26,69.9,19,71,71,2500000.0,18000.0,Right,1,3,3,Medium/ Medium,4800000.0
212879,S. Michel,Sven Michel,1990-07-15,28,152.4,78.9,58,71,71,2500000.0,10000.0,Left,1,3,3,Medium/ Medium,3900000.0
204687,P. Olkowski,Paweł Olkowski,1990-02-13,29,182.88,76.2,119,71,71,1900000.0,8000.0,Right,1,2,3,Medium/ Medium,3500000.0
192910,G. Loria,Giorgi Loria,1986-01-27,33,198.12,84.8,57,71,71,1400000.0,8000.0,Right,1,2,1,Medium/ Medium,2100000.0
190094,Javi Castellano,Javier Castellano Betancor,1987-11-02,31,182.88,73.0,134,71,71,1800000.0,7000.0,Right,1,3,2,Low/ High,2800000.0
240526,M. Fouzair,Mohamed Fouzair,1991-12-24,27,167.64000000000001,68.9,102,71,71,2500000.0,23000.0,Right,1,4,3,High/ Medium,""
225934,C. Yambéré,Cédric Yambéré,1990-11-06,28,190.5,83.9,26,71,73,2300000.0,9000.0,Right,1,3,2,Medium/ Medium,4800000.0
220302,B. Sanneh,Bubacarr Sanneh,1994-11-14,24,182.88,74.8,56,71,78,2800000.0,10000.0,Right,1,3,2,Medium/ High,4800000.0
205990,H. Reed,Harrison Reed,1995-01-27,24,175.26,72.1,45,71,78,2800000.0,22000.0,Right,1,3,3,Medium/ High,""
244389,Fernando,Fernando Dos Santos Pedro,1999-03-01,20,175.26,72.1,19,71,85,5000000.0,1000.0,Right,1,3,3,High/ Medium,1.36E7
240037,S. Plavšić,Srdjan Plavšić,1995-12-03,23,165.1,59.9,128,71,77,3200000.0,1000.0,Left,1,3,3,High/ Medium,7800000.0
162981,J. Morrison,James  Morrison,1986-05-25,32,152.4,64.0,126,71,71,1800000.0,21000.0,Right,2,3,3,Medium/ Medium,3500000.0
220837,D. Machado,Deiver Machado,1993-09-02,25,172.72,62.1,30,71,75,2600000.0,11000.0,Left,1,3,3,Medium/ Medium,""
214436,P. Díaz,Paulo César Díaz Huincales,1994-08-25,24,154.94,69.9,28,71,78,2800000.0,18000.0,Right,1,3,2,Medium/ High,5400000.0
202148,A. Khalili,Abdul Rahman Khalili,1992-06-07,26,182.88,77.1,139,71,74,2900000.0,10000.0,Right,1,2,3,Medium/ Medium,6100000.0
227235,K. Kerschbaumer,Konstantin Kerschbaumer,1992-07-01,26,154.94,77.1,10,71,72,2700000.0,17000.0,Right,1,4,3,High/ High,4600000.0
207523,S. Medojević,Slobodan Medojević,1990-11-20,28,182.88,78.0,128,71,71,2000000.0,12000.0,Right,2,3,2,Low/ Medium,3200000.0
182178,G. Berardi,Gaetano Berardi,1988-08-21,30,152.4,72.1,140,71,71,1800000.0,25000.0,Right,1,2,2,Medium/ High,3400000.0
229282,Thiago Santana,Thiago Santos Santana,1993-02-04,26,182.88,78.9,19,71,73,2900000.0,5000.0,Left,1,4,3,High/ Medium,6400000.0
212130,M. Maloča,Mario Maloča,1989-05-04,29,190.5,78.0,34,71,71,1800000.0,7000.0,Right,1,2,2,Medium/ High,2900000.0
201890,Negueba,Guilherme Ferreira Pinto,1992-04-07,26,152.4,64.9,19,71,72,2800000.0,6000.0,Right,1,3,4,High/ Medium,3700000.0
193185,S. Malone,Scott Malone,1991-03-25,27,187.96,74.8,45,71,72,2200000.0,24000.0,Left,1,3,3,High/ Medium,4300000.0
216481,J. Cooper,Jake Cooper,1995-02-03,24,193.04,84.8,45,71,75,2600000.0,8000.0,Left,1,2,2,Medium/ Medium,5100000.0
232608,H. Abe,阿部 浩之,1989-07-05,29,170.18,68.9,80,71,71,2400000.0,7000.0,Right,1,5,3,Medium/ Medium,3100000.0
199101,Raúl Lizoain,Raúl Lizoáin Cruz,1991-01-27,28,185.42,83.0,134,71,72,1800000.0,5000.0,Left,1,2,1,Medium/ Medium,3100000.0
166844,K. Lafferty,Kyle Lafferty,1987-09-16,31,193.04,88.0,110,71,71,2300000.0,33000.0,Right,1,4,3,Medium/ High,4099999.9999999995
230332,Wiliam Santinho,Wiliam Carlos Santoso Sampaio,1984-02-29,35,195.57999999999998,91.2,19,71,71,950000.0,13000.0,Right,1,2,1,Medium/ Medium,1800000.0
204476,T. Beugelsdijk,Tom Beugelsdijk,1990-08-07,28,193.04,78.9,105,71,71,2000000.0,6000.0,Right,1,3,3,Medium/ High,3000000.0
188091,F. Gulbrandsen,Fredrik Gulbrandsen,1992-09-10,26,175.26,78.9,111,71,73,2900000.0,23000.0,Right,1,3,3,High/ High,4600000.0
172475,L. Bruins,Luigi Bruins,1987-03-09,32,154.94,74.8,105,71,71,2100000.0,5000.0,Right,1,4,4,Medium/ Medium,3000000.0
233147,R. Oshima,大島 僚太,1993-01-23,26,167.64000000000001,64.0,80,71,73,2400000.0,6000.0,Right,1,4,3,Medium/ Medium,3300000.0
201403,Álvaro,Álvaro Vázquez García,1991-04-27,27,182.88,78.0,134,71,72,2800000.0,18000.0,Right,1,3,3,High/ Low,""
221370,M. Al Buraik,Mohammed Al Buraik,1992-09-15,26,172.72,58.1,125,71,73,2400000.0,20000.0,Right,1,3,3,High/ Medium,4200000.0
220090,Raphael Rossi,Raphael Rossi Branco,1990-07-25,28,187.96,83.9,19,71,72,2200000.0,18000.0,Right,1,1,2,Medium/ Medium,3400000.0
189369,G. Litteri,Gianluca Litteri,1988-06-06,30,185.42,82.1,77,71,71,2300000.0,3000.0,Right,1,3,2,High/ Low,3500000.0
186553,M. Rodríguez,Matías Nicolás Rodríguez,1986-04-14,32,152.4,74.8,7,71,71,1300000.0,8000.0,Right,1,3,3,High/ Medium,1800000.0
180409,C. Gülselam,Ceyhun Gülselam,1987-12-25,31,193.04,88.0,148,71,71,1800000.0,9000.0,Right,1,3,2,Medium/ High,3500000.0
201145,M. Le Bihan,Mickaël Le Bihan,1990-05-16,28,182.88,79.8,54,71,71,2400000.0,22000.0,Right,1,3,3,High/ Medium,4600000.0
230072,R. Bajić,Rijad Bajić,1994-05-06,24,187.96,79.8,18,71,76,3200000.0,16000.0,Left,1,3,3,High/ Medium,""
186551,F. Navarro,Fernando Navarro Morán,1989-04-18,29,165.1,62.1,98,71,71,1800000.0,18000.0,Right,1,2,3,High/ Low,3000000.0
215502,B. Drągowski,Bartłomiej Drągowski,1997-08-19,21,187.96,73.9,119,71,82,3200000.0,15000.0,Right,1,2,1,Medium/ Medium,""
198350,D. Bentley,Daniel Bentley,1993-07-13,25,187.96,72.1,45,71,76,2300000.0,16000.0,Right,1,3,1,Medium/ Medium,4500000.0
197838,Juninho,Vitor Gomes Pereira Júnior,1989-01-08,30,170.18,67.1,19,71,71,2300000.0,6000.0,Right,1,3,3,Medium/ Medium,3400000.0
183245,Kadu,Ricardo Martins de Araújo,1986-07-20,32,187.96,79.8,19,71,71,1600000.0,14000.0,Right,1,2,2,Medium/ Medium,3200000.0
231628,Rafa Mir,Rafael Mir Vicente,1997-06-18,21,190.5,86.2,134,71,82,4099999.9999999995,31000.0,Right,1,2,3,High/ Low,""
198348,M. Autret,Mathias Autret,1991-03-01,28,175.26,71.2,54,71,71,2500000.0,6000.0,Left,1,3,3,High/ Medium,4500000.0
188107,A. Diomande,Adama Valentin Diomande,1990-02-14,29,154.94,81.2,111,71,71,2400000.0,7000.0,Right,1,3,3,Medium/ Medium,3700000.0
193226,B. Jeannot,Benjamin Jeannot,1992-01-22,27,182.88,78.0,54,71,72,2800000.0,11000.0,Right,1,3,3,Medium/ Low,5900000.0
168650,Z. Kuzmanović,Zdravko Kuzmanović,1987-09-22,31,185.42,79.8,128,71,71,2200000.0,17000.0,Right,2,3,3,Medium/ Medium,3300000.0
227530,D. Lemos,Damián Oscar Lemos,1989-01-31,30,152.4,82.1,7,71,71,1800000.0,10000.0,Right,1,3,2,Low/ High,2700000.0
227274,D. Barbona,David Matías Barbona,1995-02-22,24,182.88,81.2,7,71,76,3200000.0,7000.0,Right,1,4,3,High/ Medium,5000000.0
142794,F. Erpen,Facundo Adrián Erpen,1983-05-19,35,154.94,78.0,7,71,71,550000.0,7000.0,Right,1,3,2,Medium/ High,798000.0
207562,S. Andersson,Sebastian Andersson,1991-07-15,27,190.5,84.8,139,71,72,2800000.0,21000.0,Right,1,2,2,High/ Medium,4700000.0
200138,M. Hector,Michael Hector,1992-07-19,26,193.04,82.1,79,71,74,2500000.0,16000.0,Right,1,3,2,Medium/ Medium,4900000.0
187337,G. Molins,Guillermo Federico Molins Palmeiro,1988-09-26,30,185.42,83.0,139,71,71,2400000.0,6000.0,Right,1,3,3,Medium/ High,3100000.0
176841,L. Jutkiewicz,Lukas Jutkiewicz,1989-03-28,29,185.42,77.1,45,71,71,2400000.0,21000.0,Left,1,4,3,Medium/ Medium,4500000.0
230366,Silvosinho,Thomas Nicolas Silva Rangel,1984-02-29,35,152.4,73.0,19,71,71,675000.0,11000.0,Right,1,3,2,Medium/ Medium,1300000.0
225502,K. Balanta,Kevin Balanta,1997-04-28,21,152.4,73.0,30,71,83,3800000.0,2000.0,Right,1,3,2,Medium/ High,""
223710,V. Muriqi,Vedat Muriqi,1994-04-24,24,193.04,86.2,86,71,77,3300000.0,9000.0,Left,1,4,3,Medium/ Medium,7200000.0
215262,F. Márquez,Fernando Márquez,1987-12-10,31,182.88,86.2,7,71,71,2300000.0,10000.0,Right,1,3,3,Medium/ Medium,3400000.0
201438,H. Van Der Bruggen,Hannes Van Der Bruggen,1993-04-01,25,154.94,73.9,14,71,74,2900000.0,9000.0,Right,1,4,3,Medium/ High,4600000.0
177373,L. Nielsen,Lasse Nielsen,1988-01-08,31,185.42,73.9,40,71,71,1800000.0,5000.0,Right,1,3,2,Medium/ High,2300000.0
239837,A. Mac Allister,Alexis Mac Allister,1998-12-24,20,175.26,69.9,7,71,85,5000000.0,13000.0,Right,1,3,3,Medium/ Medium,""
227293,Jonas,Jonas Gomes de Sousa,1991-10-08,27,185.42,82.1,19,71,72,2300000.0,21000.0,Right,1,2,2,Medium/ High,4099999.9999999995
158685,Defendi,Rodrigo Defendi,1986-06-16,32,190.5,83.9,19,71,71,1400000.0,8000.0,Left,1,3,2,Medium/ Medium,2900000.0
210653,L. Quintana,Luis Quintana,1992-02-03,27,152.4,73.9,98,71,74,2500000.0,13000.0,Right,1,3,2,Medium/ Medium,4400000.0
145117,Dorca,Albert Dorca Masó,1982-12-23,36,182.88,76.2,134,71,71,550000.0,5000.0,Left,1,3,2,Medium/ High,880000.0
192732,E. Prib,Edgar Prib,1989-12-15,29,154.94,77.1,123,71,71,2400000.0,21000.0,Left,2,3,3,Medium/ High,4099999.9999999995
176348,Yeom Ki Hun,염기훈 廉基勋,1983-03-30,35,182.88,78.0,85,71,71,1000000.0,5000.0,Left,2,3,3,High/ Medium,1300000.0
239580,Bremer,Gleison Bremer Silva Nascimento,1997-03-18,21,182.88,79.8,19,71,80,3200000.0,16000.0,Right,1,2,2,Medium/ Medium,6100000.0
237532,Rodrigo,Rodrigo Alves Soares,1992-12-26,26,175.26,72.1,19,71,74,2400000.0,7000.0,Right,1,2,3,High/ Medium,5300000.0
234716,J. Attamah,Joseph Attamah,1994-05-22,24,154.94,79.8,59,71,74,2500000.0,12000.0,Right,1,2,2,High/ Medium,5000000.0
205551,Álvaro Lemos,Álvaro Lemos Collazo,1993-03-30,25,175.26,76.2,134,71,74,2400000.0,7000.0,Right,1,3,3,High/ Medium,4099999.9999999995
202223,J. Meram,Justin Meram,1988-12-04,30,185.42,74.8,75,71,71,2300000.0,6000.0,Right,1,4,3,Medium/ Medium,3500000.0
199663,Renato Neto,Renato Neto Cardoso Porto,1991-09-27,27,185.42,83.0,19,71,72,2700000.0,13000.0,Right,1,3,3,High/ High,4300000.0
238830,Alexandre Guedes,Alexandre Garcia Guedes,1994-02-11,25,185.42,77.1,120,71,76,3200000.0,7000.0,Right,1,3,3,Medium/ Medium,7000000.0
216302,E. García,Emmanuel García,1989-12-28,29,167.64000000000001,67.1,98,71,71,1900000.0,18000.0,Right,1,5,3,Medium/ High,3200000.0
210926,A. Ateef,Abdullah Ateef,1992-08-03,26,175.26,63.0,125,71,74,2500000.0,20000.0,Right,1,3,2,Medium/ High,4400000.0
206317,N. Bitton,Nir Bitton,1991-10-30,27,193.04,83.9,76,71,72,2300000.0,28000.0,Right,1,3,3,Low/ Medium,4300000.0
201965,S. Thern,Simon Thern,1992-09-18,26,154.94,76.2,139,71,73,2800000.0,5000.0,Right,1,4,3,High/ Medium,3800000.0
244204,N. Katić,Nikola Katić,1996-10-10,22,193.04,79.8,34,71,82,3600000.0,20000.0,Right,1,2,2,Medium/ Medium,7200000.0
237548,O. Haddadi,Oussama Haddadi,1992-01-28,27,182.88,84.8,147,71,72,2300000.0,9000.0,Left,1,3,3,Medium/ Medium,4700000.0
228332,H. Choudhury,Hamza Choudhury,1997-10-01,21,152.4,64.0,45,71,80,3200000.0,24000.0,Right,1,3,2,Medium/ High,6700000.0
181483,M. Jedinák,Mile Jedinák,1984-08-03,34,187.96,78.0,9,71,71,950000.0,12000.0,Right,1,3,2,Low/ High,1800000.0
235499,D. Benlamri,Djamel Eddine Benlamri,1989-12-25,29,185.42,83.0,3,71,72,2200000.0,20000.0,Right,1,2,2,Medium/ Medium,3800000.0
212715,S. Palacios,Sebastián Palacios,1992-01-20,27,170.18,68.9,7,71,71,2500000.0,18000.0,Right,1,3,3,Medium/ Low,""
210923,M. Al Owais,Mohammed Khalil Al Owais,1991-10-10,27,187.96,78.9,125,71,73,2000000.0,17000.0,Left,1,3,1,Medium/ Medium,3500000.0
200683,O. Rashid,Osama Rashid,1992-01-13,27,175.26,67.1,75,71,71,2500000.0,4000.0,Right,1,3,3,Medium/ Medium,5200000.0
198379,G. Thorne,George Thorne,1993-01-04,26,187.96,83.9,45,71,75,2600000.0,23000.0,Right,1,3,3,Medium/ Medium,""
223489,A. Pešić,Aleksandar Pešić,1992-05-21,26,190.5,79.8,128,70,73,2200000.0,22000.0,Right,1,3,3,High/ Medium,""
204289,S. Berahino,Saido Berahino,1993-08-04,25,154.94,82.1,22,70,75,2400000.0,22000.0,Right,2,4,3,Medium/ Medium,4800000.0
184320,R. Bianco,Raffaele Bianco,1987-08-25,31,154.94,79.8,77,70,70,1600000.0,3000.0,Right,1,3,3,Medium/ Medium,2600000.0
233472,N. Sarenren Bazee,Noah Joel Sarenren Bazee,1996-08-21,22,182.88,69.9,109,70,78,2600000.0,13000.0,Right,1,3,3,Medium/ Medium,5000000.0
212992,J. Böðvarsson,Jón Daði Böðvarsson,1992-05-25,26,190.5,84.8,71,70,72,2200000.0,20000.0,Right,1,4,3,High/ High,4300000.0
231423,C. De Norre,Casper De Norre,1997-02-07,22,175.26,72.1,14,71,78,2800000.0,7000.0,Right,1,4,3,High/ Medium,4800000.0
212223,S. Maguire,Sean Maguire,1994-05-01,24,175.26,68.0,121,71,78,3400000.0,10000.0,Right,1,3,3,High/ Medium,7100000.0
209407,L. Lollo,Lorenzo Lollo,1990-12-08,28,154.94,74.8,77,71,71,2400000.0,10000.0,Right,1,3,3,High/ High,""
171774,Luso,Luis Eduardo Delgado Pacheco,1984-12-04,34,182.88,74.8,134,71,71,950000.0,5000.0,Right,1,3,2,Medium/ High,1500000.0
198654,A. Kolomeytsev,Aleksandr Kolomeytsev,1989-02-21,30,182.88,78.0,123,71,71,1800000.0,1000.0,Right,1,2,3,Medium/ Medium,3900000.0
193277,J. Siebenhandl,Jörg Siebenhandl,1990-01-18,29,182.88,81.2,10,71,72,1900000.0,11000.0,Left,1,4,1,Medium/ Medium,2900000.0
54013,S. Downing,Stewart Downing,1984-07-22,34,154.94,64.0,45,71,71,1400000.0,32000.0,Left,2,3,3,Medium/ Medium,2700000.0
140029,O. Pérez,Óscar Pérez Rojas,1973-02-01,46,172.72,72.1,98,71,71,160000.0,8000.0,Right,2,3,1,Medium/ Medium,272000.0
193276,P. Klingmann,Philipp Klingmann,1988-04-22,30,154.94,78.9,58,71,71,1700000.0,5000.0,Right,1,3,3,Medium/ Medium,2700000.0
224508,L. Mancuso,Leonardo Mancuso,1992-05-26,26,182.88,77.1,77,71,72,2800000.0,54000.0,Right,1,4,3,High/ Medium,""
223740,Eguaras,Iñigo Eguaras Álvarez,1992-03-07,27,154.94,77.1,134,71,74,2500000.0,7000.0,Right,1,3,3,Medium/ Medium,4099999.9999999995
190734,G. Makaridze,Giorgi Makaridze,1990-03-31,28,190.5,84.8,57,70,72,1500000.0,3000.0,Right,1,2,1,Medium/ Medium,3200000.0
177934,S. Sam,Sidney Sam,1988-01-31,31,175.26,68.0,58,70,70,1700000.0,11000.0,Left,2,3,3,Medium/ Low,2700000.0
238862,Lucas Possignolo,Lucas Possignolo,1994-05-11,24,187.96,74.8,19,70,77,2100000.0,5000.0,Right,1,2,2,Medium/ High,4900000.0
225294,Edson Farias,Edson Rodrigues Farias,1992-01-12,27,175.26,67.1,19,70,70,1900000.0,7000.0,Right,1,4,3,Medium/ High,4000000.0
220429,G. Campi,Gastón Campi,1991-04-06,27,193.04,88.0,7,70,72,1700000.0,9000.0,Left,1,2,3,Medium/ High,""
139533,A. Hutton,Alan Hutton,1984-11-30,34,185.42,73.0,126,70,70,675000.0,10000.0,Right,2,3,3,High/ Medium,1300000.0
8205,Braga,Bruno Manuel Araújo Braga,1983-06-17,35,154.94,74.8,120,70,70,750000.0,5000.0,Right,1,4,3,Medium/ Medium,1600000.0
239116,C. Ganea,Cristian Ganea,1992-05-24,26,175.26,73.0,122,70,73,1800000.0,11000.0,Left,1,2,2,Medium/ Medium,""
224524,E. Burgos,Esteban Rodrigo Burgos,1992-01-09,27,190.5,79.8,7,70,73,1800000.0,6000.0,Right,1,3,2,Medium/ High,3100000.0
220172,S. Janko,Saidy Janko,1995-10-22,23,152.4,69.9,140,70,74,1900000.0,6000.0,Right,1,3,3,High/ Medium,""
216076,L. Pasciuti,Lorenzo Pasciuti,1989-09-24,29,172.72,68.0,77,70,70,1800000.0,3000.0,Right,1,4,3,High/ Medium,2800000.0
50955,J. Cavalli,Johan Cavalli,1981-09-12,37,170.18,64.9,54,70,70,600000.0,3000.0,Left,1,4,3,Medium/ Medium,1100000.0
157707,B. Berisha,Besart Berisha,1985-07-29,33,182.88,79.8,86,70,70,1400000.0,8000.0,Right,1,4,3,High/ Medium,1800000.0
212747,T. Martínez,Tomás Martínez,1995-03-07,24,172.72,66.2,7,70,79,2700000.0,4000.0,Left,1,2,3,Medium/ Medium,4600000.0
238346,H. Mendyl,Hamza Mendyl,1997-10-21,21,152.4,73.0,102,70,83,3000000.0,10000.0,Left,1,2,3,High/ Medium,7000000.0
234762,Alberto Benito,Alberto Benito Correo,1992-06-13,26,175.26,68.0,134,70,73,1800000.0,6000.0,Right,1,3,3,High/ Medium,3000000.0
219914,G. Varela,Guillermo Varela,1993-03-24,25,172.72,69.9,153,70,75,2000000.0,10000.0,Right,1,3,3,High/ Medium,2700000.0
205834,S. Lundevall,Simon Lundevall,1988-09-23,30,152.4,73.9,139,70,70,1700000.0,4000.0,Right,1,4,3,Medium/ Medium,2200000.0
224796,J. Rodríguez,Jorge Rodríguez,1995-09-15,23,187.96,83.9,7,70,77,2100000.0,7000.0,Right,1,2,2,Low/ High,3600000.0
220700,M. Azira,Micheal Azira,1987-08-22,31,152.4,73.0,149,70,70,1300000.0,5000.0,Right,1,4,2,Medium/ High,2000000.0
190747,Ortuño,Alfredo Ortuño Martínez,1991-01-21,28,182.88,77.1,134,70,70,1900000.0,6000.0,Left,1,4,3,Medium/ Low,""
245275,T. Bašić,Toma Bašić,1996-11-25,22,187.96,79.8,34,70,79,2700000.0,15000.0,Left,1,3,3,High/ Medium,6000000.0
241947,F. Amuzu,Francis Amuzu,1999-08-23,19,170.18,64.9,14,70,84,3700000.0,5000.0,Right,1,5,4,High/ Medium,7800000.0
232219,Bismark,Bismark de Araújo Ferreira,1993-07-12,25,170.18,78.0,19,70,72,2200000.0,10000.0,Right,1,4,3,High/ Medium,3800000.0
209691,J. Adéoti,Jordan Adéoti,1989-03-12,29,182.88,81.2,15,70,70,1400000.0,5000.0,Right,1,3,2,Medium/ High,2400000.0
180250,William,William Fernando da Silva,1986-11-20,32,175.26,72.1,19,70,70,1500000.0,13000.0,Left,1,3,3,High/ High,2600000.0
169498,J. Garner,Joe Garner,1988-04-12,30,152.4,73.9,45,70,70,1700000.0,30000.0,Right,1,3,2,High/ Medium,3300000.0
212506,M. Matos,Mauro Matos,1982-08-06,36,154.94,86.2,7,70,70,825000.0,6000.0,Right,1,4,2,Medium/ Medium,1200000.0
206106,C. Şahin,Cenk Şahin,1994-09-22,24,152.4,69.9,148,70,74,2300000.0,9000.0,Left,1,2,4,High/ Low,""
202778,E. Özbir,Ertaç Özbir,1989-10-25,29,187.96,78.0,148,70,71,1400000.0,7000.0,Right,1,1,1,Medium/ Medium,3000000.0
194329,Javi Ros,Javier Ros Añón,1990-02-16,29,172.72,68.0,134,70,70,1800000.0,7000.0,Right,1,4,2,Medium/ Medium,2800000.0
193561,K. Leerdam,Kelvin Leerdam,1990-06-24,28,152.4,69.9,138,70,70,1400000.0,5000.0,Right,1,3,3,Medium/ Medium,2100000.0
190745,M. Silvestri,Marco Silvestri,1991-03-02,28,190.5,79.8,77,70,70,1200000.0,2000.0,Right,1,2,1,Medium/ Medium,1900000.0
175897,S. Ujkani,Samir Ujkani,1988-07-05,30,187.96,87.1,86,70,70,1200000.0,7000.0,Right,1,2,1,Medium/ Medium,2400000.0
230169,Victor Fachinhas,Martin Victor Álvares Fachini,1984-02-29,35,182.88,77.1,19,70,70,725000.0,9000.0,Right,1,2,1,Medium/ Medium,1300000.0
221994,Núrio,Núrio Domingos Matias Fortuna,1995-03-24,23,152.4,73.0,5,70,75,2000000.0,7000.0,Left,1,2,3,High/ Medium,3100000.0
173097,S. Marinos,Stergos Marinos,1987-09-17,31,152.4,72.1,60,70,70,1300000.0,8000.0,Right,1,3,2,High/ Medium,1900000.0
163625,G. Leadbitter,Grant Leadbitter,1986-01-07,33,152.4,78.9,45,70,70,1000000.0,8000.0,Right,1,3,2,High/ Medium,1800000.0
163369,S. Pocognoli,Sébastien Pocognoli,1987-08-01,31,182.88,81.2,14,70,70,1300000.0,8000.0,Left,1,3,3,High/ Medium,1900000.0
159017,K. Hämäläinen,Kasper Hämäläinen,1986-08-08,32,187.96,73.9,53,70,70,1600000.0,6000.0,Right,1,3,3,Medium/ Medium,2200000.0
221737,Y. Moreno,Yairo Yesid Moreno Berrío,1995-04-04,23,175.26,69.9,30,70,79,2700000.0,14000.0,Left,1,3,3,Medium/ High,5200000.0
183336,P. Helland,Pål André Helland,1990-01-04,29,185.42,83.9,111,70,70,1800000.0,5000.0,Left,1,4,3,High/ Medium,2300000.0
176680,M. Pedersen,Marcus Pedersen,1990-06-08,28,154.94,79.8,111,70,70,1800000.0,4000.0,Right,1,3,2,High/ Medium,2300000.0
161832,Casadesús,Víctor Manuel Casadesús Castaño,1985-02-28,34,154.94,78.9,134,70,70,1100000.0,7000.0,Right,1,4,3,High/ Medium,1800000.0
205352,J. Archer,Jordan  Archer,1993-04-12,25,190.5,79.8,126,70,73,1600000.0,6000.0,Right,1,2,1,Medium/ Medium,3100000.0
201512,P. Sagna,Pierre Emmanuel Sagna,1990-08-21,28,182.88,76.2,127,70,70,1500000.0,4000.0,Right,1,2,2,Medium/ Medium,3100000.0
235047,J. Menéndez,Jonathan Diego Menéndez,1994-03-05,25,165.1,62.1,7,70,76,2400000.0,10000.0,Right,1,3,3,High/ High,3900000.0
217639,Y. Kashiwagi,柏木 陽介,1987-12-15,31,175.26,73.0,80,70,70,1600000.0,7000.0,Left,1,2,3,High/ Low,2100000.0
244006,Lucas Áfrico,Lucas Henrique da Silva,1995-02-05,24,187.96,79.8,19,70,74,2000000.0,5000.0,Left,1,3,2,Medium/ Medium,4300000.0
240166,N. Mihajlović,Nemanja Mihajlović,1996-01-19,23,172.72,71.2,128,70,76,2400000.0,6000.0,Right,1,2,3,Medium/ Medium,4099999.9999999995
234278,S. Breitkreuz,Steve Breitkreuz,1992-01-18,27,187.96,88.0,58,70,73,1800000.0,5000.0,Right,1,4,2,Medium/ Medium,3000000.0
219942,D. Delgado,Didier Delgado,1992-07-25,26,185.42,69.9,30,70,71,2100000.0,2000.0,Right,1,3,3,Medium/ Medium,3100000.0
190780,S. Johnson,Sean  Johnson,1989-05-31,29,190.5,98.0,152,70,71,1400000.0,4000.0,Right,1,2,1,Medium/ Medium,2200000.0
242236,Ferro,Francisco Reis Ferreira,1997-03-26,21,190.5,72.1,120,70,79,2400000.0,4000.0,Right,1,2,2,Medium/ Medium,5300000.0
172092,C. Bieler,Claudio Daniel Bieler,1984-03-01,35,152.4,77.1,7,70,70,925000.0,8000.0,Right,1,3,3,High/ Low,1300000.0
210236,M. Hefele,Michael Hefele,1990-09-01,28,193.04,91.2,58,70,72,1700000.0,24000.0,Right,1,2,2,Medium/ High,3400000.0
208700,D. Blum,Danny Blum,1991-01-07,28,182.88,83.0,58,70,70,1900000.0,19000.0,Left,1,3,3,Medium/ Low,""
162875,U. Uçar,Uğur Uçar,1987-04-05,31,154.94,69.9,148,70,70,1200000.0,12000.0,Right,1,2,3,Low/ High,2200000.0
219451,N. Paz,Nehuén Mario Paz,1992-04-28,26,193.04,88.9,7,70,75,2000000.0,15000.0,Left,1,3,2,Low/ Medium,3500000.0
204347,Bernardo,Bernardo Víctor Cruz Torres,1993-07-17,25,190.5,84.8,134,70,77,2100000.0,5000.0,Right,1,3,2,Medium/ Medium,3800000.0
224314,M. Gori,Mirko Gori,1993-02-04,26,152.4,76.2,77,70,71,2100000.0,9000.0,Left,1,3,3,Medium/ Medium,3900000.0
206650,R. Robayo,Rafael Robayo,1984-04-24,34,182.88,78.0,30,70,70,875000.0,1000.0,Right,1,3,3,Medium/ Medium,1200000.0
236345,A. Totovytskyi,Andriy Totovytskyi,1993-01-20,26,187.96,77.1,150,70,73,2200000.0,1000.0,Right,1,3,3,Medium/ Medium,4900000.0
222521,O. Hüsing,Oliver Hüsing,1993-02-17,26,193.04,88.0,58,70,73,1900000.0,3000.0,Right,1,2,2,Medium/ High,2900000.0
197689,A. Seculin,Andrea Seculin,1990-07-14,28,190.5,79.8,77,70,71,1400000.0,7000.0,Right,1,3,1,Medium/ Medium,2600000.0
216376,Marco Sangalli,Marco Sangalli Fuentes,1992-02-07,27,152.4,66.2,134,70,70,1900000.0,6000.0,Right,1,3,3,Medium/ Low,3100000.0
208440,M. Danielson,Marcus Danielsson,1989-04-08,29,193.04,81.2,139,70,71,1600000.0,4000.0,Right,1,2,2,Medium/ High,2100000.0
201528,Kim Young Gwon,김영권 金英权,1990-02-27,29,185.42,74.8,85,70,71,1600000.0,7000.0,Left,1,3,2,Medium/ High,2100000.0
233292,M. Barbieri,Miguel Barbieri,1993-08-24,25,154.94,78.9,7,70,77,2100000.0,9000.0,Right,1,2,2,Low/ High,""
189003,G. Belaud,Gaëtan Belaud,1986-09-16,32,152.4,76.2,54,70,70,1200000.0,4000.0,Right,1,3,2,High/ Medium,2100000.0
184139,Ricardo Ferreira,Ricardo Abel Barbosa Ferreira,1989-12-03,29,187.96,82.1,120,70,71,1400000.0,5000.0,Right,1,3,1,Medium/ Medium,3100000.0
182091,K. Barbarouses,Kosta Barbarouses,1990-02-19,29,170.18,68.0,107,70,70,1800000.0,7000.0,Right,1,3,3,High/ Medium,2300000.0
